전표번호,회계일자,계정과목,적요,차변금액,입력자,입력일시
JV00490,2025-02-06,지급수수료,지급수수료 02월 정산분,4105000.0,이차장,2025-02-09 17:16:00
JV01800,2025-02-06,미지급비용,미지급비용 02월 정산분,4279000.0,김대리,2025-02-08 10:32:00
JV02440,2025-02-06,매출원가,매출원가 02월 정산분,1535000.0,김대리,2025-02-10 12:07:00
JV02337,2025-02-06,매출,매출 02월 정산분,806000.0,김대리,2025-02-08 13:20:00
JV00775,2025-02-06,광고선전비,광고선전비 02월 정산분,1086000.0,김대리,2025-02-08 16:14:00
JV02968,2025-02-07,매출원가,매출원가 02월 정산분,264000.0,김대리,2025-02-09 11:06:00
JV01576,2025-02-07,지급수수료,지급수수료 02월 정산분,539000.0,최사원,2025-02-08 17:12:00
JV02813,2025-02-07,지급수수료,지급수수료 02월 정산분,610000.0,김대리,2025-02-08 18:30:00
JV02908,2025-02-07,매출,매출 02월 정산분,3182000.0,김대리,2025-02-11 18:39:00
JV01161,2025-02-07,매출원가,매출원가 02월 정산분,945000.0,박과장,2025-02-11 15:03:00
JV00623,2025-02-07,매출원가,매출원가 02월 정산분,221000.0,최사원,2025-02-09 18:42:00
JV02163,2025-02-07,지급수수료,지급수수료 02월 정산분,1089000.0,김대리,2025-02-10 08:46:00
JV02936,2025-02-07,외주가공비,외주가공비 02월 정산분,1301000.0,이차장,2025-02-11 13:45:00
JV02906,2025-02-08,소모품비,소모품비 02월 정산분,500000.0,김대리,2025-02-12 12:38:00
JV00257,2025-02-08,매출,매출 02월 정산분,1745000.0,김대리,2025-02-09 14:18:00
JV01672,2025-02-08,매출원가,매출원가 02월 정산분,1105000.0,이차장,2025-02-10 17:25:00
JV02957,2025-02-08,외주가공비,외주가공비 02월 정산분,42000.0,김대리,2025-02-11 15:13:00
JV02323,2025-02-08,매출,매출 02월 정산분,1127000.0,박과장,2025-02-12 10:35:00
JV02719,2025-02-08,소모품비,소모품비 02월 정산분,139000.0,박과장,2025-02-09 10:03:00
JV02706,2025-02-08,여비교통비,여비교통비 02월 정산분,4042000.0,최사원,2025-02-10 16:28:00
JV02094,2025-02-09,외주가공비,외주가공비 02월 정산분,542000.0,이차장,2025-02-11 12:36:00
JV00105,2025-02-09,지급수수료,지급수수료 02월 정산분,316000.0,이차장,2025-02-10 12:00:00
JV00203,2025-02-09,지급수수료,지급수수료 02월 정산분,189000.0,김대리,2025-02-13 13:01:00
JV00897,2025-02-09,접대비,접대비 02월 정산분,909000.0,정부장,2025-02-09 10:19:00
JV00657,2025-02-09,외주가공비,외주가공비 02월 정산분,1862000.0,박과장,2025-02-12 16:02:00
JV01442,2025-02-09,잡비,잡비 02월 정산분,88000.0,최사원,2025-02-12 17:43:00
JV01775,2025-02-09,매출원가,매출원가 02월 정산분,1741000.0,최사원,2025-02-13 08:13:00
JV00389,2025-02-09,외주가공비,외주가공비 02월 정산분,936000.0,정부장,2025-02-12 12:34:00
JV02987,2025-02-09,지급수수료,지급수수료 02월 정산분,26000.0,김대리,2025-02-13 14:42:00
JV02597,2025-02-09,지급수수료,지급수수료 02월 정산분,22096000.0,이차장,2025-02-10 18:26:00
JV02307,2025-02-09,매출,매출 02월 정산분,11000.0,김대리,2025-06-14 02:00:00
JV00959,2025-02-10,매출원가,매출원가 02월 정산분,847000.0,최사원,2025-02-10 15:43:00
JV00681,2025-02-10,매출,매출 02월 정산분,1329000.0,이차장,2025-02-11 13:41:00
JV02231,2025-02-10,미지급비용,미지급비용 02월 정산분,190000.0,이차장,2025-02-14 17:59:00
JV02679,2025-02-10,여비교통비,여비교통비 02월 정산분,3024000.0,이차장,2025-02-14 12:04:00
JV02783,2025-02-10,지급수수료,지급수수료 02월 정산분,885000.0,김대리,2025-02-11 09:38:00
JV02639,2025-02-10,매출원가,매출원가 02월 정산분,2228000.0,김대리,2025-02-14 11:48:00
JV02491,2025-02-10,외주가공비,외주가공비 02월 정산분,33000.0,김대리,2025-02-11 14:47:00
JV00047,2025-02-11,소모품비,소모품비 02월 정산분,1234000.0,정부장,2025-02-12 14:32:00
JV01166,2025-02-11,지급수수료,지급수수료 02월 정산분,2211000.0,김대리,2025-02-12 12:10:00
JV02116,2025-02-11,복리후생비,복리후생비 02월 정산분,395000.0,김대리,2025-02-13 15:57:00
JV00391,2025-02-11,접대비,접대비 02월 정산분,2915000.0,최사원,2025-02-11 18:10:00
JV00426,2025-02-11,지급수수료,지급수수료 02월 정산분,2232000.0,최사원,2025-02-12 08:27:00
JV00744,2025-02-11,선급비용,선급비용 02월 정산분,1169000.0,정부장,2025-02-12 11:16:00
JV00360,2025-02-11,선급비용,선급비용 02월 정산분,1547000.0,정부장,2025-02-15 12:43:00
JV00328,2025-02-11,접대비,접대비 02월 정산분,2040000.0,박과장,2025-02-11 13:22:00
JV02037,2025-02-11,잡비,잡비 02월 정산분,390000.0,김대리,2025-02-14 12:41:00
JV02641,2025-02-11,여비교통비,여비교통비 02월 정산분,1114000.0,최사원,2025-02-11 14:40:00
JV01881,2025-02-11,지급수수료,지급수수료 02월 정산분,1179000.0,박과장,2025-02-12 10:58:00
JV02019,2025-02-11,소모품비,소모품비 02월 정산분,167000.0,김대리,2025-02-14 14:12:00
JV02535,2025-02-12,지급수수료,지급수수료 02월 정산분,324000.0,박과장,2025-02-12 14:41:00
JV01488,2025-02-12,광고선전비,광고선전비 02월 정산분,72000.0,박과장,2025-02-15 17:57:00
JV02695,2025-02-12,매출,매출 02월 정산분,325000.0,정부장,2025-02-15 16:17:00
JV02175,2025-02-12,복리후생비,복리후생비 02월 정산분,1708000.0,최사원,2025-02-14 10:29:00
JV00658,2025-02-12,매출,매출 02월 정산분,10000.0,박과장,2025-02-15 15:59:00
JV01256,2025-02-12,외주가공비,외주가공비 02월 정산분,1167000.0,이차장,2025-02-13 09:01:00
JV01869,2025-02-12,선급비용,선급비용 02월 정산분,8323000.0,이차장,2025-02-12 15:24:00
JV01795,2025-02-12,광고선전비,광고선전비 02월 정산분,588000.0,박과장,2025-02-16 08:26:00
JV00019,2025-02-13,지급수수료,지급수수료 02월 정산분,35425000.0,김대리,2025-02-13 12:37:00
JV02720,2025-02-13,외주가공비,외주가공비 02월 정산분,2557000.0,최사원,2025-02-15 16:46:00
JV02216,2025-02-13,소모품비,소모품비 02월 정산분,1540000.0,최사원,2025-02-16 17:52:00
JV01903,2025-02-13,여비교통비,여비교통비 02월 정산분,368000.0,최사원,2025-02-13 17:40:00
JV00875,2025-02-13,복리후생비,복리후생비 02월 정산분,511000.0,이차장,2025-02-17 18:56:00
JV02200,2025-02-13,잡비,잡비 02월 정산분,1401000.0,김대리,2025-02-13 10:04:00
JV02573,2025-02-14,선급비용,선급비용 02월 정산분,1379000.0,김대리,2025-02-14 17:34:00
JV02504,2025-02-14,접대비,접대비 02월 정산분,81000.0,최사원,2025-02-15 09:37:00
JV00710,2025-02-14,여비교통비,여비교통비 02월 정산분,443000.0,최사원,2025-02-18 16:13:00
JV01297,2025-02-14,여비교통비,여비교통비 02월 정산분,143000.0,박과장,2025-02-17 08:13:00
JV01815,2025-02-14,외주가공비,외주가공비 02월 정산분,80000.0,김대리,2025-02-18 16:18:00
JV00200,2025-02-14,여비교통비,여비교통비 02월 정산분,821000.0,박과장,2025-02-18 17:57:00
JV02714,2025-02-14,여비교통비,여비교통비 02월 정산분,1195000.0,박과장,2025-02-18 10:19:00
JV00652,2025-02-15,매출,매출 02월 정산분,63000.0,박과장,2025-02-15 09:38:00
JV00339,2025-02-15,잡비,잡비 02월 정산분,333000.0,최사원,2025-02-19 16:41:00
JV02360,2025-02-15,복리후생비,복리후생비 02월 정산분,1515000.0,김대리,2025-02-16 09:54:00
JV01346,2025-02-15,매출,매출 02월 정산분,530000.0,박과장,2025-02-18 12:37:00
JV02016,2025-02-15,복리후생비,복리후생비 02월 정산분,198000.0,이차장,2025-06-07 04:00:00
JV01639,2025-02-15,접대비,접대비 02월 정산분,3442000.0,최사원,2025-02-19 16:46:00
JV02395,2025-02-15,잡비,잡비 02월 정산분,78000.0,정부장,2025-02-18 16:53:00
JV01890,2025-02-15,여비교통비,여비교통비 02월 정산분,1288000.0,정부장,2025-02-16 16:56:00
JV00704,2025-02-15,여비교통비,여비교통비 02월 정산분,203000.0,시스템,2025-02-15 11:34:00
JV00582,2025-02-15,매출,매출 02월 정산분,2201000.0,최사원,2025-02-17 17:57:00
JV02466,2025-02-16,여비교통비,여비교통비 02월 정산분,721000.0,김대리,2025-02-19 14:53:00
JV02018,2025-02-16,외주가공비,외주가공비 02월 정산분,29000.0,정부장,2025-02-20 11:27:00
JV00429,2025-02-16,미지급비용,미지급비용 02월 정산분,580000.0,최사원,2025-02-17 12:58:00
JV02710,2025-02-16,선급비용,선급비용 02월 정산분,3459000.0,시스템,2025-02-20 14:06:00
JV02330,2025-02-16,매출,매출 02월 정산분,8170000.0,김대리,2025-02-18 14:24:00
JV02354,2025-02-16,잡비,잡비 02월 정산분,100000.0,박과장,2025-02-19 09:58:00
JV01776,2025-02-16,여비교통비,여비교통비 02월 정산분,529000.0,최사원,2025-02-16 18:58:00
JV00643,2025-02-16,매출,매출 02월 정산분,574000.0,최사원,2025-02-17 17:32:00
JV00530,2025-02-17,외주가공비,외주가공비 02월 정산분,180000.0,김대리,2025-02-21 16:34:00
JV01518,2025-02-17,지급수수료,지급수수료 02월 정산분,1626000.0,최사원,2025-02-19 12:41:00
JV01820,2025-02-17,광고선전비,광고선전비 02월 정산분,4918000.0,김대리,2025-02-21 18:18:00
JV00526,2025-02-17,미지급비용,미지급비용 02월 정산분,29000.0,이차장,2025-02-21 17:35:00
JV00991,2025-02-17,복리후생비,복리후생비 02월 정산분,1279000.0,박과장,2025-02-17 10:35:00
JV01572,2025-02-17,지급수수료,지급수수료 02월 정산분,534000.0,박과장,2025-02-18 16:14:00
JV00589,2025-02-17,광고선전비,광고선전비 02월 정산분,450000.0,최사원,2025-02-18 15:54:00
JV00017,2025-02-17,외주가공비,외주가공비 02월 정산분,568000.0,이차장,2025-02-19 16:28:00
JV00438,2025-02-17,접대비,접대비 02월 정산분,610000.0,박과장,2025-02-21 11:31:00
JV00845,2025-02-17,미지급비용,미지급비용 02월 정산분,952000.0,김대리,2025-02-21 15:18:00
JV01252,2025-02-17,여비교통비,여비교통비 02월 정산분,98000.0,김대리,2025-02-20 12:17:00
JV01125,2025-02-18,잡비,잡비 02월 정산분,360000.0,최사원,2025-02-20 10:30:00
JV02746,2025-02-18,외주가공비,외주가공비 02월 정산분,3150000.0,박과장,2025-02-22 09:04:00
JV00494,2025-02-18,여비교통비,여비교통비 02월 정산분,5544000.0,김대리,2025-02-22 08:51:00
JV00528,2025-02-18,접대비,접대비 02월 정산분,781000.0,김대리,2025-02-19 08:30:00
JV01566,2025-02-18,지급수수료,지급수수료 02월 정산분,838000.0,이차장,2025-02-22 11:12:00
JV00150,2025-02-18,지급수수료,지급수수료 02월 정산분,124000.0,박과장,2025-02-20 12:01:00
JV02801,2025-02-18,여비교통비,여비교통비 02월 정산분,517000.0,최사원,2025-02-18 14:23:00
JV01210,2025-02-18,매출원가,매출원가 02월 정산분,252000.0,김대리,2025-02-18 17:57:00
JV01106,2025-02-19,광고선전비,광고선전비 02월 정산분,356000.0,최사원,2025-02-22 15:17:00
JV02647,2025-02-19,미지급비용,미지급비용 02월 정산분,795000.0,박과장,2025-02-20 18:13:00
JV01424,2025-02-19,복리후생비,복리후생비 02월 정산분,233000.0,시스템,2025-02-23 15:07:00
JV02070,2025-02-19,잡비,잡비 02월 정산분,768000.0,김대리,2025-02-23 10:47:00
JV02030,2025-02-19,미지급비용,미지급비용 02월 정산분,150000.0,이차장,2025-02-22 10:27:00
JV01991,2025-02-19,지급수수료,지급수수료 02월 정산분,532000.0,김대리,2025-02-21 11:04:00
JV00236,2025-02-19,지급수수료,지급수수료 02월 정산분,204000.0,김대리,2025-02-19 18:41:00
JV01074,2025-02-19,지급수수료,지급수수료 02월 정산분,160000.0,김대리,2025-02-22 13:32:00
JV00742,2025-02-19,소모품비,소모품비 02월 정산분,11946000.0,최사원,2025-02-22 14:20:00
JV02444,2025-02-19,미지급비용,미지급비용 02월 정산분,154000.0,정부장,2025-02-23 12:51:00
JV00309,2025-02-19,외주가공비,외주가공비 02월 정산분,63000.0,김대리,2025-02-20 10:29:00
JV01108,2025-02-20,여비교통비,여비교통비 02월 정산분,7000.0,이차장,2025-02-21 14:32:00
JV00638,2025-02-20,광고선전비,광고선전비 02월 정산분,167000.0,이차장,2025-02-24 10:26:00
JV02855,2025-02-20,선급비용,선급비용 02월 정산분,920000.0,박과장,2025-02-23 18:07:00
JV00267,2025-02-20,소모품비,소모품비 02월 정산분,2216000.0,시스템,2025-02-20 15:10:00
JV02894,2025-02-20,소모품비,소모품비 02월 정산분,115000.0,이차장,2025-02-22 08:24:00
JV02590,2025-02-20,매출원가,매출원가 02월 정산분,350000.0,김대리,2025-02-24 14:29:00
JV01510,2025-02-20,매출원가,매출원가 02월 정산분,383000.0,김대리,2025-02-22 15:36:00
JV00469,2025-02-20,매출,매출 02월 정산분,370000.0,정부장,2025-02-22 08:26:00
JV01552,2025-02-20,미지급비용,미지급비용 02월 정산분,317000.0,최사원,2025-02-24 09:02:00
JV02102,2025-02-20,지급수수료,지급수수료 02월 정산분,651000.0,김대리,2025-02-22 16:01:00
JV01819,2025-02-21,접대비,접대비 02월 정산분,3996000.0,최사원,2025-02-25 12:55:00
JV01480,2025-02-21,지급수수료,지급수수료 02월 정산분,108000.0,정부장,2025-02-21 11:22:00
JV02734,2025-02-21,미지급비용,미지급비용 02월 정산분,508000.0,이차장,2025-02-25 16:15:00
JV01100,2025-02-21,지급수수료,지급수수료 02월 정산분,2484000.0,김대리,2025-02-22 16:09:00
JV01642,2025-02-21,외주가공비,외주가공비 02월 정산분,83000.0,시스템,2025-02-23 08:45:00
JV00051,2025-02-21,광고선전비,광고선전비 02월 정산분,530000.0,최사원,2025-02-24 14:58:00
JV02024,2025-02-21,지급수수료,지급수수료 02월 정산분,1127000.0,이차장,2025-02-22 16:58:00
JV02913,2025-02-21,지급수수료,지급수수료 02월 정산분,3235000.0,최사원,2025-02-23 17:57:00
JV01165,2025-02-22,잡비,잡비 02월 정산분,178000.0,박과장,2025-02-22 13:51:00
JV01236,2025-02-22,여비교통비,여비교통비 02월 정산분,2747000.0,정부장,2025-02-22 13:40:00
JV01035,2025-02-22,매출원가,매출원가 02월 정산분,63000.0,최사원,2025-02-25 11:54:00
JV01295,2025-02-22,복리후생비,복리후생비 02월 정산분,1394000.0,김대리,2025-02-25 11:28:00
JV00160,2025-02-23,외주가공비,외주가공비 02월 정산분,1083000.0,정부장,2025-02-26 14:23:00
JV00613,2025-02-23,지급수수료,지급수수료 02월 정산분,8837000.0,최사원,2025-02-25 09:35:00
JV02222,2025-02-23,소모품비,소모품비 02월 정산분,113000.0,이차장,2025-02-25 17:51:00
JV01137,2025-02-23,매출원가,매출원가 02월 정산분,251000.0,박과장,2025-02-25 09:49:00
JV01560,2025-02-23,접대비,접대비 02월 정산분,1962000.0,최사원,2025-02-25 13:24:00
JV00675,2025-02-23,소모품비,소모품비 02월 정산분,161000.0,김대리,2025-02-26 17:41:00
JV02922,2025-02-23,복리후생비,복리후생비 02월 정산분,528000.0,김대리,2025-02-26 14:08:00
JV01441,2025-02-23,매출원가,매출원가 02월 정산분,844000.0,이차장,2025-02-24 09:39:00
JV02564,2025-02-24,소모품비,소모품비 02월 정산분,919000.0,최사원,2025-02-25 09:00:00
JV00112,2025-02-24,매출원가,매출원가 02월 정산분,89000.0,박과장,2025-02-25 18:49:00
JV00644,2025-02-24,여비교통비,여비교통비 02월 정산분,209000.0,박과장,2025-02-28 15:00:00
JV02403,2025-02-24,복리후생비,복리후생비 02월 정산분,2086000.0,이차장,2025-02-27 14:07:00
JV01737,2025-02-24,광고선전비,광고선전비 02월 정산분,1682000.0,김대리,2025-02-28 09:33:00
JV01643,2025-02-25,여비교통비,여비교통비 02월 정산분,4998000.0,시스템,2025-02-27 17:18:00
JV01892,2025-02-25,미지급비용,미지급비용 02월 정산분,3017000.0,김대리,2025-02-25 16:08:00
JV01263,2025-02-25,소모품비,소모품비 02월 정산분,52000.0,김대리,2025-02-26 16:47:00
JV02989,2025-02-25,복리후생비,복리후생비 02월 정산분,186000.0,박과장,2025-03-01 16:47:00
JV01388,2025-02-25,접대비,접대비 02월 정산분,8658000.0,정부장,2025-02-27 16:20:00
JV00226,2025-02-25,지급수수료,지급수수료 02월 정산분,648000.0,최사원,2025-02-26 13:45:00
JV00128,2025-02-25,외주가공비,외주가공비 02월 정산분,506000.0,최사원,2025-02-26 14:06:00
JV00425,2025-02-25,매출원가,매출원가 02월 정산분,302000.0,김대리,2025-03-01 18:14:00
JV02883,2025-02-26,복리후생비,복리후생비 02월 정산분,570000.0,김대리,2025-03-01 13:11:00
JV01696,2025-02-26,지급수수료,지급수수료 02월 정산분,150000.0,김대리,2025-02-28 11:22:00
JV00806,2025-02-26,매출원가,매출원가 02월 정산분,134000.0,정부장,2025-03-01 10:27:00
JV02353,2025-02-26,매출,매출 02월 정산분,202000.0,정부장,2025-02-26 15:43:00
JV00080,2025-02-26,지급수수료,지급수수료 02월 정산분,96000.0,김대리,2025-03-02 13:16:00
JV01782,2025-02-26,매출원가,매출원가 02월 정산분,3098000.0,김대리,2025-02-26 10:50:00
JV00901,2025-02-26,외주가공비,외주가공비 02월 정산분,332000.0,최사원,2025-02-28 16:34:00
JV00679,2025-02-26,매출,매출 02월 정산분,3687000.0,이차장,2025-02-27 18:00:00
JV02838,2025-02-26,복리후생비,복리후생비 02월 정산분,331000.0,김대리,2025-03-01 15:54:00
JV01604,2025-02-27,여비교통비,여비교통비 02월 정산분,2248000.0,정부장,2025-03-02 12:22:00
JV01675,2025-02-27,지급수수료,지급수수료 02월 정산분,2926000.0,이차장,2025-02-27 09:43:00
JV01471,2025-02-27,광고선전비,광고선전비 02월 정산분,5132000.0,최사원,2025-03-01 13:47:00
